Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag,B_Tmag,V_Tmag,Jmag,Hmag,Ksmag
0.0152,0.01508,9,2.308311462,2.579662402,2.296,3.384,3.5533,0.579,8,0.529,0.386,62.82,36.96,24.67,18.86,15.45,3,-1.76E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.691,-2.718,-1.434,-3.864,0.305,-1.49,-5.475,-6.312,-6.597
0.0152,0.01508,9,2.308321953,2.579662723,2.296,3.444,3.547,0.495,8,0.529,0.386,74.18,43.04,28.53,21.86,17.92,3,-2.26E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.839,-2.756,-1.351,-3.947,0.347,-1.406,-5.642,-6.491,-6.787
0.0152,0.01508,9,2.308334351,2.579663102,2.295,3.469,3.544,0.458,8,0.529,0.386,79.86,46.05,30.43,23.35,19.14,3,-2.52E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.903,-2.764,-1.294,-3.976,0.38,-1.348,-5.716,-6.569,-6.871
0.0152,0.01508,9,2.308348179,2.579663525,2.295,3.482,3.5423,0.438,8,0.53,0.386,82.95,47.69,31.46,24.15,19.8,3,-2.66E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.934,-2.764,-1.257,-3.989,0.402,-1.31,-5.753,-6.609,-6.913
0.0152,0.01508,9,2.308348417,2.579663532,2.294,3.317,3.559,0.67,8,0.53,0.386,52.54,31.37,21.09,16.09,13.17,3,-1.31E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.521,-2.641,-1.455,-3.747,0.308,-1.511,-5.288,-6.115,-6.388
0.0152,0.01508,9,2.308349609,2.579663568,2.294,3.206,3.5703,0.826,8,0.53,0.386,38.65,23.67,16.12,12.24,10.02,4,-8.06E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.245,-2.522,-1.487,-3.556,0.298,-1.546,-4.978,-5.781,-6.036
0.0152,0.01508,9,2.308351994,2.579663641,2.294,2.989,3.5925,1.131,8,0.53,0.386,21.18,13.63,9.51,7.17,5.86,4,-3.05E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-2.703,-2.207,-1.352,-3.134,0.358,-1.425,-4.381,-5.129,-5.346
0.0152,0.01508,9,2.308355808,2.579663758,2.294,2.949,3.5966,1.188,8,0.53,0.386,18.95,12.3,8.63,6.49,5.3,4,-2.54E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-2.603,-2.141,-1.309,-3.051,0.377,-1.385,-4.271,-5.008,-5.219
0.0152,0.01508,9,2.308361054,2.579663918,2.294,3.019,3.5895,1.089,8,0.53,0.386,22.99,14.7,10.22,7.71,6.3,4,-3.50E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-2.778,-2.257,-1.384,-3.196,0.342,-1.455,-4.462,-5.218,-5.441
0.0152,0.01508,9,2.308367729,2.579664122,2.294,3.171,3.574,0.876,8,0.531,0.386,35.03,21.63,14.79,11.22,9.18,4,-6.91E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.157,-2.478,-1.479,-3.491,0.299,-1.54,-4.88,-5.675,-5.923
0.0152,0.01508,9,2.308376312,2.579664385,2.294,3.324,3.5585,0.66,8,0.531,0.386,53.55,31.92,21.44,16.36,13.4,3,-1.35E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.54,-2.651,-1.455,-3.76,0.306,-1.511,-5.308,-6.136,-6.41
0.0152,0.01508,9,2.308386564,2.579664698,2.293,3.432,3.5474,0.508,8,0.531,0.386,72.35,42.07,27.91,21.39,17.52,3,-2.16E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.811,-2.737,-1.342,-3.924,0.357,-1.397,-5.613,-6.461,-6.756
0.0152,0.01508,9,2.308398724,2.57966507,2.293,3.491,3.5414,0.425,8,0.532,0.386,85.14,48.85,32.19,24.72,20.26,3,-2.78E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.958,-2.77,-1.243,-4.002,0.41,-1.296,-5.78,-6.637,-6.943
0.0152,0.01508,9,2.30841279,2.5796655,2.293,3.517,3.5389,0.389,8,0.532,0.386,91.46,52.16,34.28,26.34,21.6,2,-3.10E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.023,-2.783,-1.192,-4.033,0.437,-1.244,-5.853,-6.714,-7.025
0.0152,0.01508,9,2.308428764,2.579665988,2.293,3.53,3.5375,0.37,8,0.533,0.386,94.85,53.93,35.39,27.21,22.31,2,-3.28E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.056,-2.787,-1.164,-4.047,0.453,-1.214,-5.891,-6.753,-7.067
0.0152,0.01508,9,2.308429003,2.579665995,2.292,3.373,3.5535,0.591,8,0.533,0.386,61.4,36.19,24.17,18.48,15.14,3,-1.68E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.663,-2.693,-1.412,-3.837,0.325,-1.468,-5.446,-6.283,-6.567
0.0152,0.01508,9,2.308430433,2.579666039,2.292,3.263,3.5648,0.746,8,0.533,0.386,45.22,27.34,18.49,14.08,11.52,3,-1.04E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.388,-2.589,-1.482,-3.658,0.294,-1.54,-5.137,-5.952,-6.216
0.0152,0.01508,9,2.308432818,2.579666112,2.292,3.048,3.5869,1.05,8,0.533,0.386,24.84,15.78,10.94,8.26,6.75,4,-3.99E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-2.85,-2.304,-1.413,-3.254,0.325,-1.482,-4.54,-5.303,-5.529
0.0152,0.01508,9,2.308436632,2.579666228,2.292,3.006,3.5912,1.108,8,0.533,0.386,22.14,14.2,9.89,7.46,6.1,4,-3.31E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-2.746,-2.24,-1.377,-3.171,0.342,-1.449,-4.427,-5.178,-5.398
0.0152,0.01508,9,2.308442116,2.579666396,2.292,3.075,3.5842,1.012,8,0.533,0.386,26.76,16.89,11.68,8.83,7.22,4,-4.51E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-2.917,-2.346,-1.435,-3.308,0.315,-1.503,-4.613,-5.383,-5.615
0.0152,0.01508,9,2.308449268,2.579666614,2.291,3.223,3.569,0.803,8,0.534,0.386,40.39,24.64,16.75,12.73,10.42,4,-8.71E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.286,-2.546,-1.494,-3.588,0.291,-1.552,-5.023,-5.83,-6.086
0.0152,0.01508,9,2.30845809,2.579666884,2.291,3.371,3.5536,0.593,8,0.534,0.386,61.1,36.03,24.07,18.4,15.07,3,-1.66E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.658,-2.691,-1.412,-3.834,0.326,-1.468,-5.44,-6.278,-6.561
0.0152,0.01508,9,2.308468819,2.579667212,2.291,3.476,3.5428,0.445,8,0.534,0.386,81.81,47.09,31.09,23.86,19.55,3,-2.61E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.92,-2.758,-1.26,-3.979,0.402,-1.313,-5.737,-6.593,-6.896
0.0152,0.01508,9,2.308481455,2.579667598,2.291,3.531,3.537,0.367,8,0.535,0.386,95.52,54.28,35.6,27.38,22.45,2,-3.31E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.059,-2.778,-1.141,-4.042,0.468,-1.19,-5.896,-6.759,-7.073
0.0152,0.01508,9,2.308495998,2.579668043,2.29,3.555,3.5346,0.334,8,0.536,0.386,101.85,57.57,37.67,28.99,23.78,2,-3.65E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.116,-2.784,-1.086,-4.065,0.5,-1.132,-5.962,-6.828,-7.147
0.0152,0.01508,9,2.308512688,2.579668553,2.29,3.565,3.5336,0.319,8,0.536,0.386,104.83,59.11,38.63,29.74,24.39,2,-3.81E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.142,-2.787,-1.062,-4.076,0.513,-1.107,-5.991,-6.858,-7.18
0.0152,0.01508,9,2.308512926,2.57966856,2.289,3.418,3.5487,0.527,8,0.536,0.386,69.6,40.6,26.98,20.66,16.93,3,-2.04E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.774,-2.725,-1.358,-3.902,0.352,-1.413,-5.571,-6.418,-6.71
0.0152,0.01508,9,2.308514357,2.579668604,2.289,3.309,3.5601,0.681,8,0.536,0.386,51.35,30.72,20.67,15.76,12.91,3,-1.27E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.502,-2.639,-1.471,-3.737,0.298,-1.527,-5.265,-6.089,-6.361
0.0152,0.01508,9,2.308517218,2.579668691,2.289,3.095,3.5824,0.984,8,0.537,0.386,28.29,17.78,12.26,9.27,7.58,4,-4.97E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-2.968,-2.381,-1.457,-3.35,0.302,-1.523,-4.669,-5.444,-5.678
0.0152,0.01508,9,2.308521271,2.579668815,2.289,3.053,3.5868,1.044,8,0.537,0.386,25.12,15.94,11.05,8.35,6.82,4,-4.10E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-2.862,-2.316,-1.424,-3.266,0.316,-1.493,-4.553,-5.316,-5.543
0.0152,0.01508,9,2.308527231,2.579668997,2.289,3.12,3.5799,0.949,8,0.537,0.386,30.29,18.93,13.02,9.86,8.06,4,-5.55E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.03,-2.417,-1.475,-3.399,0.296,-1.539,-4.737,-5.518,-5.757
0.0152,0.01508,9,2.308534861,2.57966923,2.288,3.264,3.5647,0.744,8,0.537,0.386,45.34,27.4,18.54,14.11,11.55,3,-1.05E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.39,-2.592,-1.485,-3.66,0.293,-1.542,-5.14,-5.955,-6.219
0.0152,0.01508,9,2.308544636,2.579669529,2.288,3.409,3.5496,0.539,8,0.538,0.386,68,39.74,26.44,20.24,16.58,3,-1.97E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.752,-2.718,-1.369,-3.89,0.347,-1.424,-5.547,-6.392,-6.683
0.0152,0.01508,9,2.308556318,2.579669886,2.288,3.511,3.5388,0.394,8,0.539,0.386,90.42,51.62,33.93,26.08,21.38,2,-3.04E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.007,-2.766,-1.177,-4.017,0.451,-1.228,-5.837,-6.698,-7.009
0.0152,0.01508,9,2.308569908,2.579670301,2.287,3.564,3.5332,0.318,8,0.539,0.386,105.08,59.24,38.71,29.81,24.45,2,-3.81E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.14,-2.777,-1.042,-4.068,0.527,-1.087,-5.991,-6.859,-7.181
0.0152,0.01508,9,2.308585882,2.579670789,2.287,3.586,3.5309,0.287,8,0.54,0.386,111.71,62.67,40.84,31.47,25.82,2,-4.18E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.195,-2.782,-0.988,-4.09,0.558,-1.03,-6.053,-6.924,-7.251
0.0152,0.01508,9,2.308604002,2.579671343,2.286,3.596,3.53,0.273,8,0.541,0.386,114.69,64.2,41.79,32.22,26.43,2,-4.35E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.219,-2.785,-0.966,-4.099,0.57,-1.007,-6.08,-6.952,-7.281
0.0152,0.01508,9,2.308604479,2.579671358,2.286,3.46,3.5442,0.466,8,0.541,0.386,78.52,45.35,29.99,23,18.85,3,-2.46E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.88,-2.745,-1.28,-3.956,0.394,-1.333,-5.693,-6.546,-6.847
0.0152,0.01508,9,2.308605909,2.579671401,2.286,3.353,3.5556,0.619,8,0.541,0.386,58.04,34.37,23.01,17.58,14.4,3,-1.55E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.612,-2.677,-1.433,-3.806,0.315,-1.489,-5.388,-6.221,-6.501
0.0152,0.01508,9,2.308608532,2.579671482,2.285,3.142,3.5781,0.919,8,0.541,0.386,32.11,19.97,13.7,10.38,8.49,4,-6.15E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.085,-2.452,-1.492,-3.443,0.284,-1.555,-4.797,-5.582,-5.824
0.0152,0.01508,9,2.308613062,2.57967162,2.285,3.099,3.5827,0.981,8,0.541,0.386,28.43,17.86,12.32,9.32,7.62,4,-5.07E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-2.977,-2.392,-1.47,-3.36,0.29,-1.536,-4.677,-5.451,-5.685
0.0152,0.01508,9,2.308619261,2.579671809,2.285,3.165,3.5757,0.887,8,0.542,0.386,34.23,21.18,14.49,10.99,8.99,4,-6.81E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.142,-2.481,-1.497,-3.485,0.282,-1.559,-4.86,-5.651,-5.897
0.0152,0.01508,9,2.308627367,2.579672057,2.285,3.305,3.5607,0.686,8,0.542,0.386,50.84,30.44,20.49,15.63,12.8,3,-1.26E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.494,-2.639,-1.478,-3.733,0.293,-1.534,-5.255,-6.078,-6.349
0.0152,0.01508,9,2.308637381,2.579672363,2.284,3.447,3.5455,0.484,8,0.543,0.386,75.66,43.84,29.03,22.26,18.24,3,-2.32E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.846,-2.737,-1.301,-3.937,0.383,-1.355,-5.654,-6.506,-6.804
0.0152,0.01508,9,2.30864954,2.579672735,2.284,3.546,3.5349,0.342,8,0.543,0.386,100.1,56.67,37.1,28.55,23.41,2,-3.54E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.095,-2.767,-1.076,-4.047,0.51,-1.122,-5.939,-6.805,-7.124
0.0152,0.01508,9,2.308663845,2.579673172,2.283,3.598,3.5292,0.267,8,0.544,0.386,116.15,64.95,42.26,32.59,26.73,2,-4.42E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.226,-2.771,-0.93,-4.091,0.596,-0.968,-6.09,-6.963,-7.293
0.0152,0.01508,9,2.308680534,2.579673682,2.283,3.62,3.5267,0.235,8,0.545,0.386,123.66,68.79,44.64,34.45,28.27,2,-4.85E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.281,-2.763,-0.852,-4.099,0.644,-0.884,-6.154,-7.029,-7.364
0.0152,0.01508,9,2.308699608,2.579674265,2.282,3.631,3.5256,0.22,8,0.546,0.386,127.32,70.65,45.79,35.36,29.01,2,-5.07E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.307,-2.76,-0.816,-4.102,0.667,-0.844,-6.183,-7.059,-7.397
0.0152,0.01508,9,2.308699846,2.579674272,2.281,3.509,3.5388,0.395,8,0.546,0.386,90.25,51.53,33.88,26.04,21.35,2,-3.03E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.001,-2.759,-1.167,-4.01,0.458,-1.219,-5.832,-6.694,-7.004
0.0152,0.01508,9,2.308701277,2.579674316,2.281,3.402,3.5503,0.547,8,0.546,0.386,66.85,39.13,26.05,19.94,16.34,3,-1.93E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.736,-2.715,-1.38,-3.882,0.342,-1.435,-5.528,-6.372,-6.662
0.0152,0.01508,9,2.308704138,2.579674403,2.281,3.195,3.5729,0.845,8,0.547,0.386,37.14,22.83,15.57,11.82,9.67,4,-7.82E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.216,-2.523,-1.512,-3.543,0.273,-1.572,-4.943,-5.74,-5.99
0.0152,0.01508,9,2.308708429,2.579674534,2.281,3.15,3.5777,0.909,8,0.547,0.386,32.74,20.33,13.94,10.57,8.64,4,-6.42E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.105,-2.468,-1.504,-3.461,0.274,-1.567,-4.818,-5.604,-5.846
0.0152,0.01508,9,2.30871439,2.579674716,2.281,3.214,3.5707,0.817,8,0.547,0.386,39.27,24.03,16.35,12.42,10.17,4,-8.53E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.266,-2.548,-1.516,-3.579,0.273,-1.575,-4.997,-5.8,-6.054
0.0152,0.01508,9,2.308722258,2.579674957,2.28,3.35,3.5559,0.621,8,0.548,0.386,57.73,34.21,22.91,17.5,14.33,3,-1.54E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.606,-2.675,-1.435,-3.802,0.315,-1.49,-5.381,-6.214,-6.494
0.0152,0.01508,9,2.308732033,2.579675255,2.28,3.486,3.5409,0.425,8,0.548,0.386,84.92,48.74,32.12,24.67,20.22,3,-2.76E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.946,-2.748,-1.21,-3.983,0.436,-1.263,-5.769,-6.627,-6.934
0.0152,0.01508,9,2.308743715,2.579675612,2.279,3.582,3.5304,0.288,8,0.549,0.386,111.38,62.5,40.73,31.39,25.75,2,-4.13E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.184,-2.76,-0.954,-4.071,0.584,-0.996,-6.044,-6.916,-7.243
0.0152,0.01508,9,2.308757782,2.579676042,2.279,3.632,3.5248,0.215,8,0.55,0.386,128.52,71.27,46.17,35.66,29.26,2,-5.10E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.309,-2.741,-0.773,-4.089,0.697,-0.8,-6.189,-7.066,-7.405
0.0152,0.01508,9,2.308773994,2.579676537,2.278,3.652,3.5224,0.185,8,0.551,0.386,136.43,75.28,48.65,37.6,30.86,2,-5.57E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.361,-2.73,-0.692,-4.093,0.748,-0.712,-6.249,-7.128,-7.473
0.0152,0.01508,9,2.308792353,2.579677098,2.277,3.662,3.5213,0.171,8,0.552,0.386,140.22,77.19,49.83,38.53,31.62,2,-5.80E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.384,-2.724,-0.653,-4.094,0.774,-0.67,-6.276,-7.156,-7.504
0.0152,0.01508,9,2.30879283,2.579677113,2.276,3.555,3.5331,0.325,8,0.552,0.386,103.5,58.44,38.2,29.41,24.12,2,-3.71E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.117,-2.751,-1.014,-4.043,0.551,-1.059,-5.967,-6.836,-7.158
0.0152,0.01508,9,2.30879426,2.579677157,2.276,3.449,3.5449,0.478,8,0.552,0.386,76.5,44.29,29.31,22.48,18.42,3,-2.36E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.851,-2.729,-1.279,-3.935,0.398,-1.333,-5.661,-6.514,-6.813
0.0152,0.01508,9,2.308797121,2.579677244,2.276,3.244,3.5676,0.774,8,0.552,0.386,42.72,25.96,17.6,13.39,10.96,3,-9.79E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.34,-2.581,-1.511,-3.631,0.275,-1.568,-5.081,-5.89,-6.149
0.0152,0.01508,9,2.308801651,2.579677382,2.276,3.198,3.5727,0.84,8,0.553,0.386,37.51,23.04,15.7,11.93,9.76,4,-8.01E-09,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.226,-2.531,-1.518,-3.552,0.268,-1.578,-4.953,-5.75,-6.001
0.0152,0.01508,9,2.30880785,2.579677572,2.275,3.262,3.5657,0.748,8,0.553,0.386,44.9,27.17,18.38,14,11.46,3,-1.06E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.384,-2.599,-1.504,-3.661,0.278,-1.561,-5.131,-5.943,-6.206
0.0152,0.01508,9,2.308815956,2.579677819,2.275,3.393,3.551,0.558,8,0.554,0.386,65.39,38.35,25.55,19.55,16.02,3,-1.87E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.714,-2.705,-1.383,-3.866,0.343,-1.438,-5.504,-6.346,-6.634
0.0152,0.01508,9,2.308826208,2.579678133,2.274,3.525,3.5364,0.367,8,0.554,0.386,95.19,54.12,35.5,27.3,22.39,2,-3.28E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.043,-2.749,-1.096,-4.017,0.504,-1.144,-5.882,-6.746,-7.062
0.0152,0.01508,9,2.308838606,2.579678511,2.274,3.618,3.526,0.233,8,0.555,0.386,123.96,68.94,44.73,34.53,28.33,2,-4.84E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.274,-2.737,-0.806,-4.077,0.679,-0.835,-6.149,-7.025,-7.362
0.0152,0.01508,9,2.308853149,2.579678956,2.273,3.667,3.5205,0.162,8,0.556,0.386,142.57,78.38,50.56,39.1,32.09,2,-5.94E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.396,-2.715,-0.621,-4.091,0.795,-0.635,-6.29,-7.171,-7.521
0.0152,0.01508,9,2.308870077,2.579679473,2.272,3.687,3.5182,0.132,8,0.557,0.386,151.35,82.79,53.28,41.24,33.85,2,-6.72E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.448,-2.695,-0.524,-4.084,0.857,-0.529,-6.35,-7.234,-7.588
0.0152,0.01508,9,2.308889389,2.579680063,2.271,3.697,3.5171,0.117,8,0.558,0.386,155.8,85.02,54.64,42.31,34.73,2,-7.46E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.474,-2.684,-0.476,-4.08,0.887,-0.475,-6.379,-7.263,-7.621
0.0152,0.01508,9,2.308889628,2.57968007,2.27,3.608,3.5271,0.247,8,0.558,0.386,120.65,67.25,43.68,33.71,27.65,2,-4.67E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.25,-2.742,-0.843,-4.074,0.656,-0.875,-6.121,-6.996,-7.33
0.0152,0.01508,9,2.308891058,2.579680114,2.27,3.5,3.5393,0.403,8,0.559,0.386,88.58,50.66,33.33,25.61,21,2,-2.97E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.98,-2.751,-1.174,-3.998,0.458,-1.226,-5.809,-6.67,-6.979
0.0152,0.01508,9,2.308893919,2.579680201,2.27,3.299,3.5622,0.696,8,0.559,0.386,49.73,29.84,20.1,15.33,12.55,3,-1.25E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.477,-2.643,-1.502,-3.728,0.276,-1.558,-5.234,-6.053,-6.322
0.0152,0.01508,9,2.308898211,2.579680332,2.27,3.251,3.5676,0.765,8,0.559,0.386,43.41,26.35,17.85,13.59,11.12,3,-1.02E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.358,-2.599,-1.528,-3.649,0.261,-1.586,-5.1,-5.908,-6.168
0.0152,0.01508,9,2.308904409,2.579680522,2.269,3.312,3.5607,0.676,8,0.56,0.386,51.72,30.94,20.81,15.88,13,3,-1.33E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.511,-2.656,-1.495,-3.751,0.28,-1.551,-5.273,-6.095,-6.367
0.0152,0.01508,9,2.308912277,2.579680762,2.268,3.439,3.5463,0.492,8,0.56,0.386,74.36,43.15,28.59,21.92,17.97,3,-2.29E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-3.827,-2.731,-1.312,-3.927,0.379,-1.366,-5.632,-6.483,-6.779
0.0152,0.01508,9,2.308922052,2.579681061,2.268,3.564,3.5319,0.309,8,0.561,0.386,106.67,60.07,39.22,30.21,24.78,2,-3.90E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.141,-2.75,-0.984,-4.05,0.569,-1.028,-5.995,-6.865,-7.189
0.0152,0.01508,9,2.308933973,2.579681425,2.267,3.652,3.5219,0.181,8,0.562,0.386,137.23,75.68,48.89,37.8,31.02,2,-5.63E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.36,-2.715,-0.662,-4.081,0.771,-0.68,-6.249,-7.129,-7.475
0.0152,0.01508,9,2.30894804,2.579681854,2.266,3.697,3.5166,0.114,8,0.563,0.386,156.53,85.38,54.86,42.49,34.88,2,-7.53E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.474,-2.67,-0.448,-4.068,0.907,-0.445,-6.38,-7.265,-7.623
0.0152,0.01508,9,2.308964491,2.579682357,2.264,3.716,3.5145,0.087,8,0.564,0.386,165.19,89.7,57.51,44.57,36.59,2,-9.13E-08,0,6.77E-01,3.08E-01,1.78E-03,2.42E-03,6.16E-03,-1,1.54E-02,-4.52,-2.646,-0.352,-4.057,0.968,-0.34,-6.434,-7.321,-7.684
